pageid,title,description,description_clean
21953,ASCII Media Works,"{{stub}}
[[File:ASCII_Media_Works_logo.svg|thumb|320px]]
<!--{{Companybox
|image=
|english=
|katakana=
|romaji=
}}-->
'''ASCII Media Works''' (アスキー・メディアワークス, ''Asukī Media Wākusu'') is a brand of [[Kadokawa]] since 2013 that was previously a [[light novel]] and [[manga]] publisher, animation production company (almost exclusively financing and management), and division of [[Kadokawa Future Publishing]] from 2004.

== Publications ==
{{Sectionstub}}
=== Magazines ===
* {{translation|''[[Character","ASCII Media Works (アスキー・メディアワークス, Asukī Media Wākusu) is a brand of since 2013 that was previously a and publisher, animation production company (almost exclusively financing and management), and division of from 2004. = * {{translation"
13920,AT-X,"{{stub}}
{{Infobox/Company|image = AT-X logo.png}}
'''AT-X''' is [[TV Tokyo]]'s subsidiary [[anime]] satellite channel.
== See also ==
* [[TV Tokyo]]

[[Category:Television Channels]]",AT-X is 's subsidiary satellite channel. *
31482,AXS TV,"{{stub}}
'''AXS TV''' (AXS pronounced ""AK-sess"") is an American cable television channel headquartered in Denver, Colorado, but majority-owned by Canadian broadcaster [[wikipedia:Anthem Sports & Entertainment|Anthem Sports & Entertainment]]. It was devoted primarily to music-related programming (such as concert films, documentaries, and reality series involving musicians) and combat sports—related programming (including boxing, mixed martial arts and professional wrestling), but branched out to","AXS TV (AXS pronounced ""AK-sess"") is an American cable television channel headquartered in Denver, Colorado, but majority-owned by Canadian broadcaster . It was devoted primarily to music-related programming (such as concert films, documentaries, and reality series involving musicians) and combat sp"
28754,AYAKA,"{{stub}}
{{Series
|image           = File:lavanguardia-com-AYAKA.jpg
|media           = Anime
|wiki            = ayaka
|wiki name       = Ayaka Wiki
|foundingdate    = 2023/04/03
|pagecount       = 33
|datechecked     = 2024/05/11
|animangafooter  = Yes
|animanganavlink = Yes
|adoptable       = No
|localsitelogo   = No-wordmark.png
}}
{{Nihongo|'''AYAKA'''|あやか|Ayaka}}, alternatively titled '''Ayaka: A Story of Bonds and Wounds''', is an original anime production developed by GoRA and animated by",", alternatively titled Ayaka: A Story of Bonds and Wounds, is an original anime production developed by GoRA and animated by"
6222,A Bias Girl,"{{Series
|demographic=Shōnen
|genre=Comedy, Slice of Life,
|tag=School, 
|media=Manhwa
|image=File:A Bias Girl.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Bias Girl''' (편견소녀) is a Korean [[manhwa]] written by Wie Sung-soo and illustrated by Kim Soo-min. It was serialized in Young Champ.

==Plot==
The antics of two high school girls: Kim Peongyon and Choi Boa. Kim aka ""Bias Girl"", is a foul-mouthed, overactive girl and idiot who weird and strange, bias ideas on people and thi","A Bias Girl (편견소녀) is a Korean written by Wie Sung-soo and illustrated by Kim Soo-min. It was serialized in Young Champ. The antics of two high school girls: Kim Peongyon and Choi Boa. Kim aka ""Bias Girl"", is a foul-mouthed, overactive girl and idiot who weird and strange, bias ideas on people and t"
9253,A Book of Dreams,"{{Series
|demographic=Shōnen
|genre=Action, Adventure, Comedy, Fantasy, Romance, Supernatural
|media=Manhwa
|image=File:A Book of Dreams.png
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Book of Dreams''' is a [[manhwa]] written and illustrated by IM Ae-Joo.

==Plot==
An ordinary highschool girl, Lin Seonu, who is actually a woman saint holding the 'Jade of Bango', the power of ancient times, however she does not recognize that she is a woman saint. On her seventeenth birthday, sh","A Book of Dreams is a written and illustrated by IM Ae-Joo. An ordinary highschool girl, Lin Seonu, who is actually a woman saint holding the 'Jade of Bango', the power of ancient times, however she does not recognize that she is a woman saint. On her seventeenth birthday, sh"
17217,A Bride's Story,"{{stub}}
{{Series
|image=File:Otoyomegatari.jpg
|genre=Comedy, Drama, Romance, Slice of Life
|demographic=Seinen
|media=Manga
|wiki=otoyomegatari
|wiki name=A Bride's Story Wiki
|pagecount=117
|datechecked=September 12, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{translation|'''A Bride&apos;s Story'''|乙嫁語り|Otoyomegatari}} is a [[manga]] series by Kaoru Mori. It was serialized by [[Enterbrain]] in the magazine ''[[Harta]]'' (formerly known as ''Fellows!'') from Octobe",__NOTOC__ is a series by Kaoru Mori. It was serialized by in the magazine (formerly known as Fellows!) from Octobe
15552,A Capable Man,"{{Series
|genre=Romance
|media=Manga
|image=File:A_Capable_Man.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Capable Man''' (デキる男が好きなんだ!, ''Dekiru Otoko ga Suki Nanda!'', lit. ""I Like Impressive Guys!"") is a one-shot manga written and illustrated by Hinako Takanaga.

==Plot==
Shingo has always liked guys who are exceptional. His best friend, Koji, is the smartest, fastest, and hottest guy in school. But what Shingo doesn't know is that Koji has worked hard to be so exceptional","A Capable Man (デキる男が好きなんだ!, Dekiru Otoko ga Suki Nanda!, lit. ""I Like Impressive Guys!"") is a one-shot manga written and illustrated by Hinako Takanaga. Shingo has always liked guys who are exceptional. His best friend, Koji, is the smartest, fastest, and hottest guy in school. But what Shingo doesn"
15403,A Centaur's Life,"{{Series
|genre=Comedy, Fantasy, Slice of Life
|media=Anime, Manga
|wiki=a-centaurs-life
|wiki name=A Centaur's Life Wiki
|image=File:A_Centaur's_Life.jpg
|foundingdate=October 26, 2015
|pagecount=271
|datechecked=July 1, 2025
|animangafooter=yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Centaur's Life'''|セントールの悩み|Sentōru no Nayami|eng=Centaur's Worries}}, is a [[manga]] series by Kei Murayama. The series began serialization in [[Tokuma Shoten]]'s [[Monthly Comic Ryū]] magazine fro",", is a series by Kei Murayama. The series began serialization in 's magazine fro"
2384,A Certain Magical Index,"{{Series
|image=File:Toaru Majutsu no Index.png
|genre=Action, Fantasy, Science Fiction
|tag=Psychic, Magic, Battle, Superpower, Suspense
|media=Anime, Manga, Light Novel, OVA, Film, Game, Audio Drama
|wiki=toarumajutsunoindex
|wiki name=Toaru Majutsu no Index Wiki
|foundingdate=2009-09-19
|pagecount=3,972
|datechecked=2026-01-24
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=No
}}__NOTOC__
{{translation|'''A Certain Magical Index'''|とある魔術の<ruby><rb>禁書目録</rb><rp> (</rp><rt>インデックス</rt><rp>)",__NOTOC__ {{translation
3735,A Channel,"{{Series
|genre=Comedy, Slice of Life
|media=Anime, Manga
|wiki=a-channel
|wiki name=A Channel Wiki
|image=File:A Channel.png
|foundingdate=June 9, 2011
|pagecount=41
|datechecked=May 5, 2021
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Channel'''|Aチャンネル|Ē Channeru}}, is a Japanese [[Yonkoma|four-panel]] comic strip by [[bb Kuroda]]. It was first serialized in the [[seinen]] [[manga]] magazine [[Manga Time Kirara Carat]] on October 28, 2008, published by [[Houbunsha",", is a Japanese comic strip by . It was first serialized in the magazine on October 28, 2008, published by [[Houbunsha"
2508,A Child's Time,"{{Stub}}
{{Series
|image=File:Kodomo no Jikan.png
|demographic=Seinen
|genre=Comedy, Drama, Romance
|tag=Elementary School, Fanservice
|media=Manga, Anime, OVA
|wiki=kodomo-no-jikan
|wiki name=Kodomo no Jikan Wiki
|foundingdate=September 10, 2016
|pagecount=17
|datechecked=June 12, 2021
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''A Child&apos;s Time'''|こどものじかん|Kodomo no Jikan}} is a Japanese [[manga]] series written and illustrated by  [[Mangaka|manga author]] Kawo",is a Japanese series written and illustrated by Kawo
24087,A Destructive God Sits Next to Me,"{{Stub}}
{{Series
|image=File:A_Destructive_God_Sits_Next_to_Me_anime_key_visual.png
|genre=Comedy, Slice of Life
|demographic=Josei
|tag=School
|media=Manga, Anime
|wiki=bokuhaka
|wiki name=Boku no Tonari ni Ankoku Hakaishin ga Imasu Wiki
|foundingdate=August 20, 2015
|pagecount=81
|datechecked=March 23, 2020
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Boku no Tonari ni Ankoku Hakaishin ga Imasu.'''| ぼくのとなりに暗黒破壊神がいます。|A Destructive God Sits Next to Me.}} is a Japane",is a Japane
20105,A Fairytale for the Demon Lord,"{{Series
|genre=Action, Adventure, Fantasy, Romance
|media=Manhwa
|image=File:A_Fairytale_for_the_Demon_Lord.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Fairytale for the Demon Lord''' (마왕을위한 동화 -Der Erlkönig und der Ritter-) is a [[manhwa]] series by Kim Yong-Hwan. It was serialized in Daum Webtoon.

==Plot==
There once was a princess who fell for a curse. Countless times have a knight come in vain attempts to save the poor princess. They all failed, killed by the demon kin","A Fairytale for the Demon Lord (마왕을위한 동화 -Der Erlkönig und der Ritter-) is a series by Kim Yong-Hwan. It was serialized in Daum Webtoon. There once was a princess who fell for a curse. Countless times have a knight come in vain attempts to save the poor princess. They all failed, killed by the demon"
28021,A Flower Blooming in Shadows,"{{Series
|image=File:Kage ni Saku Hana.png
|genre=Adventure, Comedy, Romance, Supernatural
|media=Manga
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Flower Blooming in Shadows'''|影に咲く花|Kage ni Saku Hana}} is a [[manga]] series by [[Yū Tomofuji]]. It was serialized in ''[[Hana to Yume]]''. 

==Plot==
In the peaceful period of the early Edo period, people lived in fear of Shadow Beasts that consumed the heart of the people. Exorcists and hunters use their abilities to","is a series by . It was serialized in . In the peaceful period of the early Edo period, people lived in fear of Shadow Beasts that consumed the heart of the people. Exorcists and hunters use their abilities to"
15712,A Foreign Love Affair,"{{Series
|genre=Comedy, Romance, Yaoi
|demographic=Shōjo
|media=Manga, OVA
|image=File:A_Foreign_Love_Affair_Cover.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Foreign Love Affair''' (異国色恋浪漫譚, ''Ikoku Irokoi Romantan'') is a [[manga]] series written and illustrated by Ayano Yamane. The manga is licensed in North America by Digital Manga Publishing, which released the first volume in March 2008, and in Germany by [[Tokyopop]]. It was adapted into a two-episode [[OVA]] in 2007.","A Foreign Love Affair (異国色恋浪漫譚, Ikoku Irokoi Romantan) is a series written and illustrated by Ayano Yamane. The manga is licensed in North America by Digital Manga Publishing, which released the first volume in March 2008, and in Germany by . It was adapted into a two-episode in 2007."
30288,A Galaxy Next Door,"{{stub}}
{{Series
|image=File:Galaxy Next Door.jpg<!--
|localsitelogo=No-wordmark.png-->
|wiki=otonari-ni-ginga
|wiki name=Otonari ni Ginga Wiki
|foundingdate=2022/04/27
|pagecount=30
|datechecked=2024/06/01
|media=Manga, Anime
|demographic=
|genre=Comedy, Drama, Romance
|tag=Childcare, Otaku Culture
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{Translation|'''A Galaxy Next Door'''|おとなりに銀河|Otonari ni Ginga}} is a Japanese [[manga]] series written and illustrated by Gido Amagakure. I",is a Japanese series written and illustrated by Gido Amagakure. I
15444,A Gentleman's Kiss,"{{Series
|genre=Drama, Romance, Yaoi
|media=Manga
|image=File:A_Gentleman's_Kiss.png
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Gentleman's Kiss''' (爪先にキス, ''Tsumasaki ni Kiss'') is a [[yaoi]] [[manga]] series written and illustrated by Shinri Fuwa. It was serialized in Chara Selection, the manga was later adapted and released in North America by Digital Manga Publishing. 

==Plot==
Yakuza heir Homura Yasobe has a secret lover, the young businessman Touji Karasuma. A resourcefu","A Gentleman's Kiss (爪先にキス, Tsumasaki ni Kiss) is a series written and illustrated by Shinri Fuwa. It was serialized in Chara Selection, the manga was later adapted and released in North America by Digital Manga Publishing. Yakuza heir Homura Yasobe has a secret lover, the young businessman Touji Kar"
11716,A Good Librarian Like a Good Shepherd,"{{Stub}}
{{Series
|image=File:Hitsujikai anime cover main.jpg
|genre=Drama, Romance
|tag=Harem,
|media=Anime, Manga, Light Novel, Visual Novel, Game
|wiki=daitoshokannohitsujikai
|wiki name=Daitoshokan no Hitsujikai
|foundingdate=September 14, 2014
|pagecount=40
|datechecked=June 18, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Good Librarian Like a Good Shepherd'''|大図書館の羊飼い|Daitoshokan no Hitsujikai|lit. ""Large Library's Shepherd"" or ""The Shepherd of the Grea",{{translation
29959,"A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized","{{stub}}
{{Series
|image=File:soushokudragon-jp-a_herbivorous_dragon.png
<!--|localsitelogo=No-wordmark.png
|wiki=
|wiki name= Wiki
|foundingdate=
|pagecount=
|datechecked=-->
|media=Web Novel, Light Novel, Manga, Anime
|demographic=Shōnen
|genre=Adventure, Comedy, Fantasy
|tag=Dragon
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized'''|齢5000年の草食ドラゴン、いわれなき邪竜認定|Yowai 5000-nen no Sōshoku Dragon, Iwarenaki Jaryū Ni",{{Translation
30281,A Journey Through Another World,"{{DISPLAYTITLE:''A Journey Through Another World''}}
{{Series
|genre=Adventure, Comedy, Fantasy, Slice of Life
|tag=Isekai
|media=Anime, Manga, Light Novel, Web Novel
|wiki=iseyuru
|wiki name=A Journey Through Another World
|image=File:Isekai Yururi Kikou Anime Key Visual.jpg
|foundingdate=2019-09-23
|pagecount=683
|datechecked=2026-02-05
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=No
}}
{{translation|'''''A Journey Through Another World: Raising Kids While Adventuring'''''|異世界ゆるり紀行 ～子育て",{{translation
5123,A Kiss for the Petals,"{{Series
|genre=Romance, Yuri
|tag=School
|media=Light Novel, Visual Novel, OVA, Game, Audio Drama
|wiki=hanabira
|wiki name=Sono Hanabira ni Kuchizuke wo Wiki
|image=File:A Kiss For The Petals - Maidens of Michael.jpg
|foundingdate=February 6, 2011
|pagecount=182
|datechecked=September 5, 2021
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''A Kiss for the Petals'''|その花びらにくちづけを|Sono Hanabira ni Kuchizuke o}}, is a series of yuri visual novels, [[light novels]], [[drama C",", is a series of yuri visual novels, , [[drama C"
20036,A Kite,"{{Series
|genre=Action, Drama, Science Fiction, Hentai
|media=OVA, Film
|wiki=ovak
|wiki name=Kite Wiki
|image=File:A Kite.jpg
|pagecount=7
|datechecked=February 5, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
'''A Kite'''  is a Japanese [[anime]] [[OVA]] created by Green Bunny and ARMS, written and directed by Yasuomi Umetsu, and released on February 25, 1998. A second installment entitled '''KITE Liberator''' was released on March 21, 2008.

==Plot==
Sawa is an orphaned school","A Kite is a Japanese created by Green Bunny and ARMS, written and directed by Yasuomi Umetsu, and released on February 25, 1998. A second installment entitled KITE Liberator was released on March 21, 2008. Sawa is an orphaned school"
20052,A Letter to Momo,"{{Series
|genre=Drama, Supernatural
|media=Film
|image=File:A Letter to Momo.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Letter to Momo''' (ももへの手紙, ''Momo e no Tegami'') is a 2011 Japanese [[anime]] drama film produced by [[Production I.G]] and distributed by Kadokawa Pictures.

==Plot==
After her father's death, 11-year-old Momo Miyaura leaves Tokyo with her mother and moves to an old remote island in Seto Inland Sea. The only memento left from him is an unfinished letter w","A Letter to Momo (ももへの手紙, Momo e no Tegami) is a 2011 Japanese drama film produced by and distributed by Kadokawa Pictures. After her father's death, 11-year-old Momo Miyaura leaves Tokyo with her mother and moves to an old remote island in Seto Inland Sea. The only memento left from him is an unfin"
2930,A Little Snow Fairy Sugar,"{{Stub}}
{{Series
|image=File:Alsfs.png
|genre=Comedy, Fantasy
|media=Anime, Manga, OVA
|localsitelogo=No-wordmark.png
|wiki=aLittleSnowFairySugar
|wiki name=A Little Snow Fairy Sugar Wiki
|foundingdate=October 14, 2011
|pagecount=36
|datechecked=June 20, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Little Snow Fairy Sugar'''|ちっちゃな雪使いシュガー|Chitchana Yuki Tsukai Sugar}} is an [[anime]]  by [[J.C.Staff]] that ran from October 2, 2001 and ended on March 26, 2002 w","is an by that ran from October 2, 2001 and ended on March 26, 2002 w"
31009,A Love Too Captivating,"{{stub}}
{{Series
|image=File:Tamaranai no wa Koi nano ka.jpeg
|genre=Romance
|demographic=Shōjo
|tag=Shounen-ai
|media=Anime, Manga
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{Translation|'''A Love Too Captivating'''|たまらないのは恋なのか|Tamaranai no wa Koi nano ka}}, also known as '''Is It Because of Love That I Can&apos;t Resist?''', is a [[manga]] which began serializing in ''[[Bessatsu Friend]]'' in July 2023. So far there are 2 [[tankōbon]] volumes available. An [[anime]] TV","__NOTOC__ , also known as Is It Because of Love That I Can&apos;t Resist?, is a which began serializing in in July 2023. So far there are 2 volumes available. An TV"
8220,A Lull in the Sea,"{{Series
|genre=Drama, Romance, Slice of Life
|media=Anime, Manga
|tag=Love Triangle
|wiki=naginoasukara
|wiki name=Nagi no Asukara Wiki
|image=File:Nagiasu_mangavisual.jpg
|foundingdate=August 18, 2013
|pagecount=125
|datechecked=May 7, 2021
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
'''Nagi-Asu: A Lull in the Sea''', known in Japan as '''Nagi no Asukara''' (凪のあすから, lit. ""From The Calm Tomorrow""), is a 2013 Japanese [[anime]] television series produced by [[P.A. Works]]. A [[manga","Nagi-Asu: A Lull in the Sea, known in Japan as Nagi no Asukara (凪のあすから, lit. ""From The Calm Tomorrow""), is a 2013 Japanese television series produced by . A [[manga"
31589,A Misanthrope Teaches a Class for Demi-Humans,"{{stub}}
{{Series
|image=File:A Misantroph Teaches a Class Of Demi Humans.webp
|genre=Drama, Fantasy, Psychological, Slice of Life, Supernatural
|demographic=Shōnen
|media=Anime, Manga, Light Novel
|wiki=a-misanthrope-teaches-a-class-for-demihumans
|wiki name=A Misanthrope Teaches a Class for Demi-Humans
|foundingdate=2026-03-06
|pagecount=75
|datechecked=
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{translation|'''A Misanthrope Teaches a Class for Demi-Humans'''|人外教室の人間嫌い",__NOTOC__ {{translation
31162,A Ninja and Assassin Living Together,"{{Series
|image=File:A_Ninja_and_an_Assassin_Under_One_Roof.jpg
|genre=Slice of Life
|media=Manga, Anime
|wiki=ninkoro
|wiki name=NinKoro Wiki
|foundingdate=2025-05-22
|pagecount=1
|datechecked=2025-05-23
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{Translation|'''A Ninja and an Assassin Under One Roof'''|忍者と殺し屋のふたりぐらし|Ninja to Koroshiya no Futarigurashi}}, also known as simply '''Ninkoro''', is a Japanese [[manga]] series by HundredBurger. It has been serialized in [[ASCI","__NOTOC__ , also known as simply Ninkoro, is a Japanese series by HundredBurger. It has been serialized in [[ASCI"
30736,"A Pink Heart Inside Stone, and a Shining Star Inside Steel","{{Stub}}
{{Series
|image=File:Ishi ni Usubeni, Tetsu ni Hoshi Cover.png
|demographic=Shōnen
|genre=Action, Fantasy
|tag=Magic
|media=Manga, One Shot
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{Nihongo|'''''A Pink Heart Inside Stone, and a Shining Star Inside Steel'''''|石に薄紅、鉄に星|Ishi ni Usubeni, Tetsu ni Hoshi}} is a one-shot [[manga]] created by Tatsuya Endo (author of ''[[SPY x FAMILY]]'').

The one-shot was first published in the May 2017 issue of [[Jump SQ]] on April 14",__NOTOC__ is a one-shot created by Tatsuya Endo (author of ). The one-shot was first published in the May 2017 issue of on April 14
19323,A Place Further Than the Universe,"{{Series
|genre=Drama
|media=Anime, Manga
|image=File: A Place Further Than the Universe.jpg
|wiki=a-place-further-from-the-universe
|wiki name=A Place Further Than the Universe Wiki
|sitelogoheight=250px
|foundingdate=January 2, 2018
|pagecount=63
|datechecked=June 27, 2021
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
'''A Place Further Than the Universe''' (宇宙よりも遠い場所, ''Sora Yorimo Tōi Basho'') is an original [[anime]] series by Studio [[Madhouse]], directed by [[Atsuko Ishizuka]].","A Place Further Than the Universe (宇宙よりも遠い場所, Sora Yorimo Tōi Basho) is an original series by Studio , directed by ."
23705,"A Sailor Uniform, Please, Sailor Suit!","{{Stub}}
{{Series
|image=File:Sailor Fuku ni Onegai!.png
|demographic=Shōjo
|genre=Fantasy, Romance, Supernatural
|media=Manga
|wiki=
|wiki name=
|pagecount=
|foundingdate=
|datechecked=
|animangafooter=
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''A Sailor Uniform, Please, Sailor Suit!'''|セーラー服にお願い!|Sailor Fuku ni Onegai!}} is a [[manga]] series by [[Meca Tanaka]]. It was serialized in ''[[LaLa]]''. It has been collected in 4 [[tankōbon]] volumes.

==Plot==
When Hina hits a homerun bal",is a series by . It was serialized in . It has been collected in 4 volumes. When Hina hits a homerun bal
30303,A Salad Bowl of Eccentrics,"{{stub}}
{{Series
|image=File:tbs-co-jp-hensara-a_salad_bowl_of_eccentrics-hero_visual.jpg
|wiki=henjin-no-salad-bowl
|wiki name=Henjin no Salad Bowl Wiki
|foundingdate=16-Jan-2024
|pagecount=23
|datechecked=4-Jun-2024
|media=Light Novel, Manga, Anime
|demographic=
|genre=Comedy, Fantasy
|tag=Reverse Isekai
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{Translation|'''A Salad Bowl of Eccentrics'''|変人のサラダボウル|Henjin no Sarada Bōru|lit. ""Salad Bowl of Strangeness""}} is a Japanese [[ligh",is a Japanese [[ligh
29974,A Sign of Affection,"{{Stub}}
{{Series
|image=File:A Sign of Affection Key Visual.jpeg
|genre=Comedy, Drama, Romance
|demographic=Shōjo
|media=Manga, Anime
|wiki=yubisaki-to-renren
|wiki name=A Sign of Affection Wiki
|foundingdate=2023/06/07
|pagecount=52
|datechecked=2024/03/20
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=No
}}
{{translation|'''A Sign of Affection'''|ゆびさきと恋々|Yubisaki to Renren|lit. ""Fingertip and Love""}} is a Japanese manga series written and illustrated by suu Morishita (森下suu). It started",is a Japanese manga series written and illustrated by suu Morishita (森下suu). It started
14175,A Silent Voice,"{{Stub}}
{{Movie
|genre=Drama
|demographic=Shōnen
|tag=School
|media=Manga, Film, Guide Book
|wiki=koenokatachi
|wiki name=Koe no Katachi Wiki
|image=File:Koe no Katachi.jpg
|foundingdate=2014/03/15
|pagecount=47
|datechecked=2020/05/05
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{nihongo|'''A Silent Voice'''|聲の形|Koe no Katachi|lit. ""The Shape of Voice""}} is a Japanese [[manga]] series written and illustrated by Yoshitoki Oima. A Silent Voice was originally published as a one-shot",is a Japanese series written and illustrated by Yoshitoki Oima. A Silent Voice was originally published as a one-shot
8070,A Simple Thinking About Blood Type,"{{Series
|genre=Comedy, Slice of Life
|media=Anime, Manga
|wiki=ketsuekigata-kun
|wiki name=Ketsuekigata-kun! Wiki
|image=file:Ketsuekigata-kun!.jpg
|foundingdate=June 19, 2013
|pagecount=9
|datechecked=July 18, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''A Simple Thinking About Blood Type'''|血液型くん!|Ketsuekigata-kun!|lit. ""Blood Type-kun!""}} is a Korean [[yonkoma|4-panel]] webcomic by Park Dong Sung under the penname Real Crazy Man, an art teacher from Korea. T","is a Korean webcomic by Park Dong Sung under the penname Real Crazy Man, an art teacher from Korea. T"
16628,A Sister's All You Need,"{{Stub|}}
{{Series
|image=File:Imōto_Sae_Ireba_Ii..jpg
|genre=Comedy, Romance
|media=Light Novel, Manga, Anime
|wiki=imosareba
|wiki name=Imouto sae ireba ii Wiki
|foundingdate=October 17, 2017
|pagecount=23
|datechecked=December 31, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Sister&apos;s All You Need'''|妹さえいればいい。|Imōto Sae Ireba Ii.|lit. ""If Only I Had A Younger Sister.""}} is a [[light novel]] series written by Yomi Hirasaka and illustrated by Kantoku. [[Sh",is a series written by Yomi Hirasaka and illustrated by Kantoku. [[Sh
19072,A Springtime with Ninjas,"{{Series
|genre=Comedy, Romance
|tag=Ninja
|media=Manga
|image=File: A Springtime with Ninjas.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Springtime with Ninjas''' (花と忍び, ''Hana to Shinobi'') is a [[manga]] by Narumi Hasegaki. It ran in the Nakayoshi magazine from August 2015 to February 2017. It is complete in four volumes. [[Kodansha]] Comics has licensed it for English release.

==Plot==
Benio is the heiress of the richest family in Japan, and tradition holds that she mus","A Springtime with Ninjas (花と忍び, Hana to Shinobi) is a by Narumi Hasegaki. It ran in the Nakayoshi magazine from August 2015 to February 2017. It is complete in four volumes. Comics has licensed it for English release. Benio is the heiress of the richest family in Japan, and tradition holds that she "
16185,A Strange and Mystifying Story,"{{Series
|genre=Fantasy, Romance
|media=Manga
|image=File:A_Strange_and_Mystifying_Story.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''A Strange and Mystifying Story''' (この世異聞, ''Kono Yo Ibun'') is a [[manga]] written and illustrated by Tsuta Suzuki. The manga was published by Libre Publishing. It is licensed in North America by Digital Manga Publishing, which released the first volume through its imprint, Juné, on May 27, 2008, the second volume following on August 19, 2009.

=","A Strange and Mystifying Story (この世異聞, Kono Yo Ibun) is a written and illustrated by Tsuta Suzuki. The manga was published by Libre Publishing. It is licensed in North America by Digital Manga Publishing, which released the first volume through its imprint, Juné, on May 27, 2008, the second volume f"
5053,A Summer-Colored Miracle,"{{Stub}}
{{Series
|image=File:Natsuiro Kiseki.png
|genre=Slice of Life
|tag=School
|media=Anime, Manga
|wiki=natsuirokiseki
|wiki name=Natsuiro Kiseki Wiki
|foundingdate=June 16, 2012
|pagecount=14
|datechecked=June 8, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''A Summer-Colored Miracle'''|夏色キセキ|Natsuiro Kiseki}} is a Japanese [[anime]] television series produced by [[Sunrise]] and directed by Seiji Mizushima. The series began airing on April 6, 2012 on [[MBS]","is a Japanese television series produced by and directed by Seiji Mizushima. The series began airing on April 6, 2012 on [[MBS]"
18929,A Terrified Teacher at Ghoul School!,"{{Stub}}
{{Series
|image=File: A Terrified Teacher at Ghoul School!.jpg
|demographic=Shōnen
|genre=Comedy, Fantasy
|tag=Gag Humor, Mythology, School, Workplace
|media=Manga
|wiki=yohaji
|wiki name=A Terrified Teacher at Ghoul School! Wiki
|pagecount=19
|datechecked=2018-11-13
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''A Terrified Teacher at Ghoul School!'''|妖怪学校の先生はじめました！|''Yōkai Gakkou no Sensei Hajimemashita!''}} is a supernatural comedy [[manga]] series written a",is a supernatural comedy series written a
6005,A Thirty-Year Old's Health and Physical Education,"{{Stub}}
{{Series
|image=File:30 sai no Hoken Taiiku.jpg
|demographic=Seinen
|genre=Romance
|tag=Ecchi, Parody
|media=Guide Book, Manga, Anime
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''A Thirty-Year Old&apos;s Health and Physical Education'''|30歳の保健体育|30-sai no Hoken Taiiku|lit. ""Health and Physical Education for 30-Year-Olds""}} is a Japanese guidebook series written by Mitsuba and published by [[Ichijinsha]]. The series is aimed at men in their 30s who have not ha",is a Japanese guidebook series written by Mitsuba and published by . The series is aimed at men in their 30s who have not ha
